Text,User,Location,Country,Subjectivity,Polarity,Analysis
6593," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",hingwk,,Italy,0.7208333333333333,-0.5458333333333334,Negative
6594,"Yesterday, every single state in Amerika booked increases in the number of coronavirus cases. We still suffer unbelievably under Trump.",ClaireMagdalen9,,Italy,0.6071428571428571,-0.1607142857142857,Negative
6595, President-elect Joe Biden’s victory signals a turning point in the U.S. response to the coronavirus pandemic …,Hanz0888,NYC ,United States of America,0.0,0.0,Neutral
6596," When Trump was president, he wanted to keep Mexicans out and built a wall because according to him ""all Mexicans…",An0n_Kenz,Palais Garnier opera house ,France,0.0,0.0,Neutral
6597, India daily coronavirus cases run at nearly half September peak  ,DrKISEKKAMARTI2,,Italy,0.08333333333333333,-0.08333333333333333,Negative
6598,"Watch ""1st documentary movie on the origin of CCP virus, Tracking Down the Origin of the Wuhan Coronavirus"" on YouT… ",ValarVarda,Campbell,United States of America,0.14444444444444446,-0.07777777777777779,Negative
6599, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,Harpree7777777,,Italy,0.0,0.0,Neutral
6600, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,NEDianz,Karachi,Pakistan,0.0,0.0,Neutral
6601," BREAKING Eden Hazard and Casemiro have tested positive for coronavirus, Real Madrid have announced. ",Leechansew14,"Sungai Manik, Perak",Malaysia,0.42272727272727273,0.21363636363636362,Positive
6602," Can BCG vaccine be the answer to Covid-19, here's what study suggests

BCG COVID19 Coronavirus Vaccine 
",tummalarakesh6,"Hyderabad, India",India,0.0,0.0,Neutral
6603," “Our work begins with getting Covid under control”

President-Elect Joe Biden says on Monday he’ll assemble a group of leadin…",GraceN888,,Italy,0.0,0.0,Neutral
6604,YES OF COURSE DONALD TRUMP SPOKE HIS MIND AND DID THINGS OUT OF CONTENT AND THE ORANGE MAN REALLY DIDN'T TAKE THE C… ,queensheeba1,"Atlanta, GA",United States of America,0.2,0.2,Positive
6605,Coronavirus looking at this ,OfficialJanklow,"Jacksonville Beach, FL",United States of America,0.0,0.0,Neutral
6606, So happy I can stop losing sleep over the election and get back to losing sleep over coronavirus.,15Christyxoxo,In the future...,India,0.5,0.4,Positive
6607, So you’re telling me that none of these people could vote in person because they were afraid of the coronavirus? https/…,hymmanu,Nigeria,,0.9,-0.6,Negative
6608,"When Trump was president, he wanted to keep Mexicans out and built a wall because according to him ""all… ",owowoowow_,,Italy,0.0,0.0,Neutral
6609," Trump's exposure of media bias will stick permanently.

*If* Joe Biden becomes president, going by Corrupt Media logic, h…",tFDcuUM5l2Lvnqy,日本,,1.0,-0.5,Negative
6610,Paragraph three explains the fourseasonslandscaping debacle. ,mom4JesusinNC,,Italy,0.0,0.0,Neutral
6611, Stop These 5 Bad PM Practices Now -  PMP PPM project Agile cybersecurity planning ai SAFe cor…,cybersec_feeds,Internet,Haiti,0.6388888888888888,0.10000000000000005,Positive
6612,I love how this sounds like something Chris Moltisanti would say on the Sopranos. Als… ,Mary09088145,Kirikiriroa,New Zealand,0.6,0.5,Positive
6613, You can thank Biden voters when your grandma dies from coronavirus. ,sreemoytalukdar,India,,0.0,0.0,Neutral
6614," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",SophieASRussell,Australia/Germany,Australia,0.0,0.0,Neutral
6615," What a game. But between this and all the celebrations in the streets, the only one having a better day today than …",CryptoFeed12,,Italy,0.6333333333333333,0.033333333333333326,Positive
6616, Leading epidemiologist Catherine Bennett has welcomed the Victorian government's cautious windback of coronavirus restrictions…,joegarra61,"Werribee South, Victoria",Australia,0.0,0.0,Neutral
6617," Joe Biden plans to name a 12-member task force to combat and contain the spread of the coronavirus on Monday, sources tell Axios…",SassyNTwirly,"World Citizen, AEA",Trinidad and Tobago,0.0,0.0,Neutral
6618,I hope and don't infect with their Quad Coalit… ,Chef_Warrior,Jagadguru Sankaracharya's feet,,0.0,0.0,Neutral
6619," A father and daughter, both dying from the coronavirus, talked one last time on the phone. “I’ll look for you in heaven,…",sherlynvin22,"St Matthews, KY",United States of America,0.06666666666666667,0.0,Neutral
6620,hindu Live updates | Delhi records highest number of COVID19 fatalities in over four months ,azharparvaiz_,Kashmir | New Delhi,India,0.5,0.13636363636363635,Positive
6621," If you vote for Trump, everyone you love will either be sick or dead and you won’t be able to see them in th…",Ator54164346,,Italy,0.6205357142857143,0.021428571428571422,Positive
6622, LOOK A man portraying Santa Claus wears a face mask and face shield amid the threat of coronavirus disease during a Ch…,CoronaUpdateBot,,Italy,0.0,0.0,Neutral
6623," As coronavirus cases increase across the country, including among children, remember to wearamask to keep yourself and others…",skdh,Germany,,0.0,0.0,Neutral
6624,New coronavirus testing centre opens in town centre  ,Leicupdates,"Leicester, England",United Kingdom,0.45454545454545453,0.13636363636363635,Positive
6625,"You think your life is bad?? Trump had coronavirus, lost the presidency and now getting kicked out of his house. Be thankful !!",i_manisha9,India🇮🇳,,0.6666666666666666,-1.0,Negative
6626," Six countries report coronavirus mutation at mink farms - WHO
READ MORE  ",SachithaAbeyse1,Sri Lanka,,0.5,0.5,Positive
6627," Trump would have easily won again had coronavirus not happened.

I hate to say it, but it’s true.",nomaddaddy,"New York, USA",United States of America,0.7944444444444444,-0.005555555555555573,Negative
6628,LOOK A man portraying Santa Claus wears a face mask and face shield amid the threat of coronavirus disease during… ,inquirerdotnet,Makati City,Philippines,0.0,0.0,Neutral
6629, ONE YEAR AGO TODAY 8 doctors in Wuhan were arrested for spreading rumors about a novel coronavirus outbreak 😳,debsambyde,Bali Livin',,0.0,0.0,Neutral
6630, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,EdwardHeil1,"New Jersey, USA",United States of America,0.0,0.0,Neutral
6631, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,starryeyestara,,Italy,0.0,0.0,Neutral
6632," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",OceanPicon815,Caprica,Ukraine,0.8,0.6,Positive
6633, Join us on a journey to see why masks do such a good job of stopping the spread of coronavirus. ,nelsonmffrosa,"Coimbra, Portugal",Portugal,0.55,0.35,Positive
6634, Bacaan yang sangat bergizi. The downfall of Trump and the rise of Joe Biden. Tentang strategi dari kedua belah pilak. Baca de…,mikhaelreno,Indonesia,,0.0,0.0,Neutral
6635, These same people bragged the coronavirus response was well-handled. Never forget. I mean it. Never forget this. https//t.c…,paleo_captain,,Italy,0.40625,-0.15625,Negative
6636,"Dem leaders and the media are outright supporting the mass gatherings tonight.

Remember this for the future.

coronavirus Election2020",HeshyTischler,"Brooklyn, NY",United States of America,0.1875,0.125,Positive
6637, Joe Biden just announced that his plan for Coronavirus will differ greatly from Trump's plan in that it will be a plan,MonadoBoy64,"Orlando, Florida",United States of America,0.75,0.8,Positive
6638, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,apoxalyps1,A Pacific Northwest rainforest,Australia,0.0,0.0,Neutral
6639," Where is your concern about rallies causing Coronavirus to spread?

Oh, that was only for Trump rallies less than a wee…",toasted36977696,,Italy,0.5333333333333333,-0.08333333333333333,Negative
6640," Trump will Release The Voter Fraud Proof
As Fast as all His ""Previous Releases""

❌Healthcare Plan
❌Coronavir…",DallasWaite2,"Fort Worth, TX",United States of America,0.3833333333333333,0.016666666666666677,Positive
6641," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",SirenBombshell,"Virginia, USA",United States of America,0.7208333333333333,-0.5458333333333334,Negative
6642,"Coronavirus Experts warn peak still yet to come in Victoria | 7NEWS
[ad1]Newest video updates related to Co...… ",AUNewsToday,Australia,,0.4,0.0,Neutral
6643," Wisconsin reports record 7,065 cases
37.33% positive test rate
Record high in hospitalizations (1,806)
45 new deaths
https//t…",iceup,Planet Earth,India,0.5133333333333333,0.17454545454545456,Positive
6644, President-elect Joe Biden’s victory signals a turning point in the U.S. response to the coronavirus pandemic …,iamlepso,GH,,0.0,0.0,Neutral
6645," The Biden Coronavirus Task Force will be named and announced, this coming Monday!

BidenCoronavirusTaskForce …",SeaStarSong,,Italy,0.0,0.0,Neutral
6646,"India Today No coronavirus vaccine for common people till 2022, Covid won't vanish, says AIIMS Director Randeep Gu… ",MR_RATHOD1212,ŮNITED KÎNGDÖM ØF ËÅRTH,United Kingdom,0.5,-0.3,Negative
6647, Portugal imposes local night-time curfews as COVID-19 cases hit record  ,kat_pep_,Earth,United States of America,0.0,0.0,Neutral
6648, 6) As an epidemiologist. I cry many nights to sleep watching this tidal wave unfold and wonder... why did it need to been t…,Horton47Robin,Colorado,United States of America,0.5,0.5,Positive
6649," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",katezut,,Italy,0.7208333333333333,-0.5458333333333334,Negative
6650," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",onacIoudyday,"San Diego, CA",United States of America,0.17373737373737375,0.04545454545454545,Positive
6651," The economic fallout during the coronavirus pandemic has made the prospect of World War Three “a risk”

",rumijulie,Canada ,,0.2,0.2,Positive
6652," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",lohal13,,Italy,0.7208333333333333,-0.5458333333333334,Negative
6653," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any coun…",Ayan0076,Kolkata,India,0.17373737373737375,0.04545454545454545,Positive
6654," Just out of curiosity, where are all the media condemnations of the pro-Biden crowds tonight? Is it only pro-Trump crowds…",Kicius_The_Cat,,Italy,1.0,0.0,Neutral
6655," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",elauv22,,Italy,0.8,0.6,Positive
6656," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",PunitMi59365069,,Italy,0.17373737373737375,0.04545454545454545,Positive
6657, Australia's COVID-19 hotspot relaxes curbs after 9th day with zero cases  ,VanTAEspiral,MGPFG,,0.0,0.0,Neutral
6658,"""never really isolated, Covid Virus""

EXCEPT here

 
&amp;… ",Chris_F_Carson,Australia,,0.2,-0.1,Negative
6659,Jake Tapper notes coronavirus risk at large Biden celebrations  FoxNews Stupid frigging peo… ,DobieGillis1,,Italy,0.7142857142857143,-0.2928571428571428,Negative
6660, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,JohnFriedri,Durham  N.C.,United Kingdom,0.0,0.0,Neutral
6661, Festive Filipinos trying to save Christmas from coronavirus COVID19 ,ProfessorUno,"MLA/QC/SJ,Philippines",,0.0,0.0,Neutral
6662," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",judemgreen,,Italy,0.8,0.6,Positive
6663," Thailand added 7 new imported coronavirus COVID19 cases, bringing the total to 3,837. No new death cases were repor…",EsterMalonda,,Italy,0.5530303030303031,0.022727272727272724,Positive
6664, President-elect Joe Biden’s victory signals a turning point in the U.S. response to the coronavirus pandemic …,PKTHPAMP,,Italy,0.0,0.0,Neutral
6665, 3) I still lose sleep over January. ,HeatherTerry14,"Valdosta, Georgia",United States of America,0.0,0.0,Neutral
6666,"policy Iran Coronavirus Catastrophe Death Toll Exceeds 146,500 COVID19 
",mersferz,,Italy,0.0,0.0,Neutral
6667," Poem

Trump is a—squanderer
A—wasteful-evil-thug

-Useless—unworthy
Always -lying like a rug

A—nasty-vulgar-bully
A natio…",SilverAdie,,Italy,0.0,0.0,Neutral
6668," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",GeorgeMathew,NYC and NJ,United States of America,0.7208333333333333,-0.5458333333333334,Negative
6669," PDM spreading coronavirus in Hafizabad today, NCOC expresses concerns. 

…",AzamJoyoPPP,Purana Pakistan ,Pakistan,0.0,0.0,Neutral
6670,"Hoping that coronavirus will end, hoping I will pick in any GA and hoping I will get a album… ",moArmy_12szx,,Italy,0.0,0.0,Neutral
6671," “The numbers are pretty scary,” says Dr. Peter Hotez. It’s a slaughter. We’re going to have to take steps.” https//t.c…",Thisisadeadend,Ngambra / Canberra,,1.0,-0.125,Negative
6672,'We don't need more yoga' Healthcare workers demand more protection from coronavirus at work  healthcare,snambasa,"Kampala, Uganda",Uganda,0.5,0.5,Positive
6673,E Telephone conversation with President of France Emmanuel Macron international political cooperation and coronavirus r…,AKPartiDemokrat,Berlin-Londra-Paris-Brüksel,,0.05,0.0,Neutral
6674, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,Surjeet33794089,,Italy,0.0,0.0,Neutral
6675," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",expobear1,The Town,Colombia,0.8,0.6,Positive
6676, Texas becomes first U.S. state to exceed 1 million coronavirus cases ,msniklaus,Nowhere ,United Kingdom,0.3333333333333333,0.25,Positive
6677,White House chief of staff Mark Meadows tests positive for coronavirus – The Washington Post Malliard… ,SharkRadioNet,,Italy,0.2727272727272727,0.11363636363636363,Positive
6678," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",judemgreen,,Italy,0.7208333333333333,-0.5458333333333334,Negative
6679, Mahmudullah Riyad tested Coronavirus positive. Wish him a speedy recovery! 😢🤲🤲 ,HridoyH99910098,,Italy,0.5454545454545454,0.28409090909090906,Positive
6680, We did it guys! Joe Biden cured coronavirus!,sleekyako61,,Italy,0.0,0.0,Neutral
6681,Nope. Lemme give you some sources that aren… ,JamAncheta,Republic of the Philippines,,0.0,0.0,Neutral
6682,White House hit with fresh outbreak of coronavirus cases ,samsondenver,Western US,United States of America,0.25,0.15,Positive
6683,Admit you can’t read and move on. Also loved how the used a photo of someone who will actually make a difference wi… ,Soxxx__,"Fresno, CA",United States of America,0.45,0.35,Positive
6684,"News Delhi records 6,953 new coronavirus cases, 79 deaths Authorities",germanhitechhe1,"New Delhi, India",India,0.45454545454545453,0.13636363636363635,Positive
6685," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",TrumpWatchNews,"Florida, USA",United States of America,0.8,0.6,Positive
6686," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",Coolermama,,Italy,0.3151515151515151,-0.024242424242424242,Negative
6687," “The numbers are pretty scary,” says Dr. Peter Hotez. It’s a slaughter. We’re going to have to take steps.” https//t.c…",dellagal,blue girl in a red state swirl,,1.0,-0.125,Negative
6688," Wearing facemasks and waving flags from car rooftops, hundreds of Democrats cheer every sentence of Joe Biden's first speech as pr…",oapostolis,Greece,,0.3333333333333333,0.25,Positive
6689,"""The pandemic is over! Media has stopped calling gatherings 'superspreader events!'"" radio host Dana Loesch tweeted. ",GarryOl02299580,,Italy,0.0,0.0,Neutral
6690, We will never forget what you politely put up with just to be close to power. ,Brenda_Resister,,Italy,0.0,0.0,Neutral
6691, Melbourne residents will be allowed to travel freely to other areas of Victoria state after the Australian city went nine da…,axentrockglobal,"New York, USA",United States of America,0.1875,-0.0625,Negative
6692," SERIOUSLY!
This is NOT rocket science.
One person is good and the other would rather MAKE MONEY THAN SAVE LIVES.
Knock it off!…",ClydejeCom,"Boston, MA",United States of America,0.5472222222222222,0.05277777777777778,Positive
6693, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,pipego23,Norway,,0.0,0.0,Neutral
6694," 🎆🎆 IT'S HAPPENED - LEGAL DOCUMENTS SERVED ON UK GOVERNMENT VIA REGARDING THE CORONAVIRUS SCAM 🔽🔽
…",Carolin43698718,,Italy,0.2,0.2,Positive
6695," The island of Kauai reported three COVID-19 cases between Sept. 1 and Oct. 15, but since Oct. 30, the island has reported 11…",Soos808,Back in HNL,,0.0,0.0,Neutral
6696,On a day when there were the highest daily   coronavirus cases recorded in the US and… ,PatCasbarra,"Adelaide, South Australia",Australia,0.0,0.0,Neutral
6697," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",quen43,United Kingdom,,0.0,0.0,Neutral
6698," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",luvvtweetss,,Italy,0.17373737373737375,0.04545454545454545,Positive
6699," 'It's a slaughter,' doctors say of new coronavirus wave  via ",lizavanmol,"Des Moines, IA",United States of America,0.45454545454545453,0.13636363636363635,Positive
6700, We will never forget what you politely put up with just to be close to power. ,gerianne66,"New York, USA",United States of America,0.0,0.0,Neutral
6701," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",HeatherTerry14,"Valdosta, Georgia",United States of America,0.7208333333333333,-0.5458333333333334,Negative
6702,"“Children infected with the coronavirus produce weaker antibodies and fewer types of them than adults do, suggestin… ",afigueiredo,"Boston, MA",United States of America,0.0,0.0,Neutral
6703,"here you go, you can also search his 60 minutes interview walking in a park… ",tweetfarting,,Italy,0.0,0.0,Neutral
6704, Lockdowns around Europe may be too late to stop the second wave of coronavirus eclipsing the first …,jillian7257201,,Italy,0.3111111111111111,-0.016666666666666663,Negative
6705, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,CastaSands,still here,Algeria,0.0,0.0,Neutral
6706," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",muljam9,,Italy,0.7208333333333333,-0.5458333333333334,Negative
6707, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,MountainGreener,Pacific Crest Trail,United States of America,0.0,0.0,Neutral
6708,inuniform Not only Kelly there have been issues with David Perdue as well ,EugeneRobb2,,Italy,1.0,0.0,Neutral
6709," At least five people in President Trump's orbit, including White House chief of staff Mark Meadows, have tested positive f…",arg7822,,Italy,0.3151515151515151,-0.024242424242424242,Negative
6710,"No, we can’t. Because then how are absentee votes going to be counted?? You know, the vo… ",ajisfabulous,,Italy,0.0,0.0,Neutral
6711, A Missouri elections supervisor who knew they tested positive for the coronavirus and still worked at a polling site on Electi…,monidaw2,in the dark depths of my mind,,0.5454545454545454,0.22727272727272727,Positive
6712,"""China has rolled out mass coronavirus testing for nearly 5 million people and imposed lockdown measu… ",Askgerbil,Canberra - Australia,Australia,0.4,0.1,Positive
6713," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",kidpoulsbo,"Bainbridge Island, Washington",United States of America,0.7208333333333333,-0.5458333333333334,Negative
6714," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",davidisaksen,Norway,,0.7208333333333333,-0.5458333333333334,Negative
6715, 3) I still lose sleep over January. ,proudmari,"California, USA",United States of America,0.0,0.0,Neutral
6716," Nine members of the Los Angeles Dodgers organization and one family member have tested positive for the coronavirus, county heal…",Gwarsbane,Some place on this ball of mud,,0.5454545454545454,0.22727272727272727,Positive
6717," Trump will Release The Voter Fraud Proof As Fast as all His ""Previous Releases""

❌Hea…",403031_ISAIAH,,Italy,0.3833333333333333,0.016666666666666677,Positive
6718,The coronavirus-related death toll in the State touched 1425 as 15 more patients passed away because of the infecti… ,OmmcomNews,"Bhubaneshwar, India",India,0.5,0.5,Positive
6719," BREAKING Health officials reported 988 new and presumptive cases of the virus in Oregon, and 13 new coronavirus-related dea…",maddrekal,"Beaverton, OR",United States of America,0.45454545454545453,0.13636363636363635,Positive
6720," Joe Biden plans to announce his 12-person coronavirus task force on Monday, two sources with knowledge say …",priestessworld,,Italy,0.0,0.0,Neutral
6721,"Aged Care Minister Richard Colbeck grilled over sector failings in coronavirus pandemic 
Jus… ",AnnieMurphy6,#notinabubble,,0.4,-0.1,Negative
6722, The head of the government’s vaccine taskforce has failed to publicly declare that she manages private investments in two com…,MartinM51594604,France for 15 years. ,,0.24722222222222223,-0.16666666666666666,Negative
6723," Is Sunburn Festival 2020 Happening in Goa?
Covid19 Goa Video
",IndiaTodayFLASH,,Italy,0.0,0.0,Neutral
6724," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",Sissylan6,California USA,United States of America,0.8,0.6,Positive
6725, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,eturleye,"Arizona, USA",United States of America,0.0,0.0,Neutral
6726, Bacaan yang sangat bergizi. The downfall of Trump and the rise of Joe Biden. Tentang strategi dari kedua belah pilak. Baca de…,nathaniahosiana,,Italy,0.0,0.0,Neutral
6727," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",itss_sengupta,India,,0.17373737373737375,0.04545454545454545,Positive
6728,"""...virus has never been isolated...""… ",Chris_F_Carson,Australia,,0.0,0.0,Neutral
6729," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",Celestebyrne3,USA,,0.8,0.6,Positive
6730," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",monkeydavid,"California, USA",United States of America,0.7208333333333333,-0.5458333333333334,Negative
6731," Biden to announce coronavirus task force as part of presidential transition

",kaup2016,United States,,0.0,0.0,Neutral
6732,"1,436 new Coronavirus cases reported in Pakistan in last 24 hours taking total to 343,189

Total tests in last 24 h… ",Alex90487142,,Italy,0.41757575757575766,0.02727272727272727,Positive
6733, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,Asterix991,The Cloisters,United States of America,0.0,0.0,Neutral
6734, 6) As an epidemiologist. I cry many nights to sleep watching this tidal wave unfold and wonder... why did it need to been t…,tweeptwerp,CA,,0.5,0.5,Positive
6735, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,officialcorlaj,,Italy,0.0,0.0,Neutral
6736, So happy I can stop losing sleep over the election and get back to losing sleep over coronavirus.,cyrillla,Kaer Morhen,,0.5,0.4,Positive
6737," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",doorkeeper4god,,Italy,0.8,0.6,Positive
6738," Is Sunburn Festival 2020 Happening in Goa?
Covid19 Goa Video
",CoronaUpdateBot,,Italy,0.0,0.0,Neutral
6739, Australia's COVID-19 hotspot relaxes curbs after 9th day with zero cases  ,fixation_30,,Italy,0.0,0.0,Neutral
6740," A great day to be a parent.

Can one person solve coronavirus, climate change, racism or poverty? Of course not. But one p…",minygscrybaby,,Italy,0.75,0.8,Positive
6741," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",LakotaWicasa,"Black Hills, Lakota Homelands,",,0.7208333333333333,-0.5458333333333334,Negative
6742," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",PetriTommila,"Vantaa, Suomi",Finland,0.8,0.6,Positive
6743," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",dave_dyson,"San Francisco, CA",Canada,0.7208333333333333,-0.5458333333333334,Negative
6744,"""Could a Covid vaccine bring back normality? | Coronavirus | The Guardian"" ",i3v9y90,Davao Region,Philippines,0.0,0.0,Neutral
6745, Texas becomes first U.S. state to exceed 1 million coronavirus cases  ,Murjanian,"Baltimore, MD",United States of America,0.3333333333333333,0.25,Positive
6746, Portugal imposes local night-time curfews as COVID-19 cases hit record  ,puffeltje,Zwolle or Albufeira ,,0.0,0.0,Neutral
6747,"Is Sunburn Festival 2020 Happening in Goa?
Covid19 Goa Video
",IndiaToday,India,,0.0,0.0,Neutral
6748,"😡👇🏽😡👇🏽😡👇🏽😡👇🏽

Do not take vaccine nor let your grandparents/ kids  receive  it.

vaccines 
coronavirus",LeeiaLH,Washington,United States of America,0.0,0.0,Neutral
6749,"Double standard - what a bunch of crooks and hypocrites!
Jake Tapper notes coronavirus risk at large Biden celebrat… ",LionnedelAtlas,,Italy,0.14285714285714285,0.07142857142857142,Positive
6750," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",whitemistmjk,,Italy,0.7208333333333333,-0.5458333333333334,Negative
6751," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",thatgreengem,,Italy,0.6833333333333332,-0.08333333333333333,Negative
6752," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",crankyaunt,,Italy,0.8,0.6,Positive
6753," Biden plans immediate flurry of executive orders to reverse Trump policies

- Rejoin Paris Climate Accords  
- Rejoin WHO 
- Re…",IamaUnihorn6,,Italy,0.0,0.0,Neutral
6754," Safety from coronavirus
No vaccines available!
wash your hands with soap &amp; water for at least 20 sec.

a…",rk_tambe,,Italy,0.4666666666666666,0.03333333333333333,Positive
6755," ""Our work begins with bringing Covid under control"", said President elect Joe Biden in his address to the nation 

In a first…",SHREYCHAURASIA,"Varanasi, India",India,0.9,0.8,Positive
6756, Joe Biden won over voters who are concerned about the coronavirus and want a leader who will help unify the country and push for ra…,vicki123,,Italy,0.0,0.0,Neutral
6757,"Info Coronavirus As China's propaganda push continues, Wuhan emerges as a star

A six-hour documentary series showing the ""h…",AbbyBal59326667,,Italy,0.05,-0.05,Negative
6758," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",RehanSaeedUK,London,United Kingdom,0.25,0.25,Positive
6759," This Day. Last year

8 doctors in Wuhan were arrested for spreading rumors about a novel coronavirus outbreak 😳",utar63741,,Italy,0.06666666666666667,0.0,Neutral
6760, Biden Win Signals a Turning Point in U.S. Coronavirus Response ,KerryDa34884235,,Italy,0.4,0.8,Positive
6761,Wimbledon vs Wigan OFF next weekend as AFC squad is decimated by coronavirus outbreak ,TheSunFootball,,Italy,0.0,0.0,Neutral
6762, Online messages hit different after testing positive to coronavirus,iamphveektor2,127.0.0.1 is Home,,0.5727272727272728,0.11363636363636363,Positive
6763," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",tweeptwerp,CA,,0.8,0.6,Positive
6764,"Chappelle Trump getting coronavirus was like Freddie Mercury getting AIDS. No one was like, “How did he get it?”… ",manish_vij,Bay Area,United States of America,0.0,0.0,Neutral
6765," Jack Dawkins,
Over 2 weeks now Italians have been uprising against Conte and his socialist government's authoritarian Cor…",gogetemboy1969,,Italy,0.0,0.0,Neutral
6766,Aspirin to be tested in UK as potential coronavirus treatment ,AnilMadhavan,London,United Kingdom,1.0,0.0,Neutral
6767,Now work together and crush this virus! coronavirus WearAMask united you stand!,MrEko_Lablover,,Italy,0.0,0.0,Neutral
6768," As an epidemiologist, it’s hard to sleep

While online hate mail trolls call me sheep...

Watching pandemic, I lay awake...…",shirfire218,"Woodland, CA",Canada,0.7208333333333333,-0.5458333333333334,Negative
6769,Chicago public schools haven’t announced they are reopening. ,kevina1670,,Italy,0.06666666666666667,0.0,Neutral
6770, Portugal imposes local night-time curfews as COVID-19 cases hit record  ,igidt,,Italy,0.0,0.0,Neutral
6771,Okay enough with slandering Trump we get it we don’t like him but stop blaming him for coronavirus spreading when p… ,tropicannnaa,,Italy,0.5,0.25,Positive
6772," At least 5 people in Trump's orbit, including his chief of staff, have recently tested positive for Covid-19
…",TaieJudy,PNW,ایران,0.39848484848484844,-0.024242424242424242,Negative
